Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Parklaan 1,Lochem,€ 885.000,649 m²,198 m²,1968,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan park, aan rustige weg, in bosrijke omgeving en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.630
Korte Voren 19,Lochem,€ 559.000,448 m²,203 m²,1975,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,Aan rustige weg en in bosrijke omgeving,Tuin rondom,2.630
Inktzwamsingel 23,Vleuten,€ 575.000,140 m²,136 m²,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin,7.475
Esplanade 25,Hellevoetsluis,€ 1.300.000,1.043 m²,278 m²,2000,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,C,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Tuin rondom,375
Vlierlaan 180,Oosterhout (NB),€ 525.000,200 m²,162 m²,1974,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning (patiowoning)",Lessenaardak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,1.865
Valkenhoeve 31,Leusden,€ 415.000,144 m²,119 m²,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,630
Enkweg 10,Dieren,€ 350.000,267 m²,110 m²,1906,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,In woonwijk,Achtertuin en voortuin,7.435
Ringdijk 5,Vianen (UT),€ 295.000,155 m²,87 m²,1905,Bestaande bouw,"Eengezinswoning, hoekwoning (dijkwoning)",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,In centrum,Achtertuin,€ 3.870
Alberdingk Thijmstraat 22,Etten-Leur,€ 419.500,153 m²,129 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,520
Zwingelstraat 8,Oss,€ 275.000,177 m²,88 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,2.470
Paul van Ostaijenlaan 28,Berkel en Rodenrijs,€ 850.000,256 m²,155 m²,2017,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan water en in woonwijk,Achtertuin en voortuin,1.705
Hartmanstraat 18,Leiden,€ 525.000,79 m²,108 m²,1941,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.310
Ebbehout 5,Zoetermeer,€ 575.000,174 m²,166 m²,1996,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan bosrand, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,7.950
Verdistraat 139,Bunschoten-Spakenburg,€ 400.000,188 m²,115 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,3.315
Van der Duyn van Maasdamlaan 95,Hillegom,€ 399.500,200 m²,127 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk","Achtertuin, voortuin en zijtuin",1.285
Da Costastraat 67,Lekkerkerk,€ 300.000,117 m²,106 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,1.450
Noordvlietstraat 25,Leeuwarden,€ 209.500,153 m²,95 m²,1928,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.130
Buitenring 48,Middelharnis,€ 469.000,166 m²,153 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,1.695
Wilsondreef 15,Ede,€ 300.000,143 m²,98 m²,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.150
Holtstek 14,Groningen,€ 425.000,140 m²,128 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,775
Stationsweg 71,Velsen-Zuid,€ 595.000,302 m²,147 m²,1934,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,C,"Aan drukke weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,845
Zwanendreef 4,Stolwijk,€ 375.000,149 m²,134 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,3.820
Beeklaan 506,Den Haag,€ 980.000,168 m²,193 m²,1914,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak,8 kamers (6 slaapkamers),2 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,F,Aan rustige weg,Achtertuin en voortuin,6.030
Bosrank 79,Oude Wetering,€ 582.500,251 m²,124 m²,1988,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.935
Erasmusstate 15,Ede,€ 350.000,143 m²,121 m²,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.425
Pastoor van Breugelstraat 156,Bosschenhoofd,€ 375.000,1.105 m²,108 m²,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,"Achtertuin, voortuin en zijtuin",2.065
Ad van der Steurzoom 36,Bergschenhoek,€ 500.000,123 m²,115 m²,2017,Bestaande bouw,"Eengezinswoning, tussenwoning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin,1.895
Kerkstraat 34 a,Kwintsheul,€ 600.000,452 m²,175 m²,1960,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,D,In centrum,"Achtertuin, voortuin en zijtuin",2.795
Vinkelsestraat 35,Heesch,€ 675.000,876 m²,146 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Open ligging en vrij uitzicht,Tuin rondom,1.275
Beemsterstraat 3,Edam,€ 340.000,146 m²,104 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,1.780
Adama van Scheltemalaan 12,Blaricum,€ 1.080.000,401 m²,170 m²,2017,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.540
Geukerdijk 4 a,Haaksbergen,€ 645.000,481 m²,231 m²,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in centrum","Achtertuin, voortuin en zijtuin",1.975
Verlengde Blokkenweg 8,Ede,€ 539.000,470 m²,133 m²,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.560
Zevenhuizerstraat 166,Bunschoten-Spakenburg,€ 1.300.000,10.330 m²,292 m²,1680,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,"Buiten bebouwde kom, open ligging en vrij uitzicht",Tuin rondom,215
Hermelijnakker 11,Houten,€ 700.000,261 m²,163 m²,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,985
Hoptuin 7,Wijk en Aalburg,€ 350.000,134 m²,101 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.465
Leeuwerikstraat 59,Schoonhoven,€ 429.000,118 m²,107 m²,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,2.795
Veenmos 87,Boekel,€ 470.000,254 m²,143 m²,2010,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,3 woonlagen,A+,"Aan park, aan rustige weg en in woonwijk","Achtertuin, voortuin en zijtuin",1.065
Op de Peperkamp 10,Wellerlooi,€ 225.000,306 m²,120 m²,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",635
Mosselweg 9,Blaricum,€ 995.000,497 m²,135 m²,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,G,"Aan bosrand, aan rustige weg, in centrum en in woonwijk",Tuin rondom en zonneterras,4.990
Cissy van Marxveldtstraat 101,Almere,€ 585.000,287 m²,190 m²,2001,Bestaande bouw,"Eengezinswoning, hoekwoning (kwadrant woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,9.765
Rhodenstraat 1,Rhoon,€ 435.000,245 m²,91 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.490
Heemraadsingel 16,Raamsdonk,€ 450.000,324 m²,120 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin en zijtuin,2.000
Nabuccosingel 113,Nieuw-Vennep,€ 600.000,174 m²,169 m²,2002,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan park, aan rustige weg, aan water, in woonwijk, landelijk gelegen en vrij uitzicht",Achtertuin,7.830
Herman Gorterstraat 4,Haarlem,€ 450.000,132 m²,112 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.250
Houtsnijderslaan 4,De Meern,€ 435.000,158 m²,108 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.435
Vaart Zz 94,Appelscha,€ 525.000,608 m²,205 m²,1960,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,F,"Aan vaarwater, aan water, beschutte ligging en in bosrijke omgeving",Achtertuin en zonneterras,555
J.J. Allanstraat 447,Westzaan,€ 1.100.000,820 m²,200 m²,1750,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In centrum,Achtertuin,650
Groenerein 11,Cadier en Keer,€ 900.000,1.305 m²,249 m²,1971,Bestaande bouw,"Villa, vrijstaande woning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,C,Aan rustige weg en in bosrijke omgeving,Tuin rondom,3.205
Beggelderdijk 8,Dinxperlo,€ 289.000,458 m²,60 m²,1962,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer,1 woonlaag,G,Aan rustige weg en vrij uitzicht,Achtertuin en voortuin,2.390
Nassaupark 2,Bosschenhoofd,€ 549.000,511 m²,166 m²,1978,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met overig,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Tuin rondom,2.065
Armstronglaan 23,Reeuwijk,€ 850.000,267 m²,208 m²,1970,Bestaande bouw,"Herenhuis, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,€ 3.661
Herdershof 45,Warnsveld,€ 250.000,148 m²,85 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.220
Broekstraat 124,Nijmegen,€ 500.000,391 m²,163 m²,1993,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",5.465
Koperwieklaan 12,Bilthoven,€ 750.000,383 m²,134 m²,1972,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,"Aan bosrand, aan rustige weg en in woonwijk",Achtertuin en voortuin,3.845
Buitenkruier 86,Stompetoren,€ 600.000,365 m²,155 m²,2012,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan water, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.000
Zevenhuizenseweg 33,Apeldoorn,€ 399.500,373 m²,84 m²,1926,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen,G,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.200
Van Schaikstraat 12,Oss,€ 329.000,270 m²,108 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg,Achtertuin,2.065
Nicolaas Beetslaan 34,Assen,€ 700.000,1.035 m²,211 m²,1971,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,8 kamers (7 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,495
Eindenhoutstraat 26,Haarlem,€ 1.450.000,208 m²,204 m²,1913,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,6 kamers (5 slaapkamers),2 badkamers en 3 aparte toiletten,3 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.200
Hoogstraat 13,Mill,€ 545.000,647 m²,143 m²,1973,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met leisteen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,,Achtertuin en voortuin,1.820
Hoefblad 1,Nieuwleusen,€ 350.000,255 m²,84 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,2.000
Broedplaats 14,Apeldoorn,€ 400.000,96 m²,139 m²,2014,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,510
Tuinfluiter 30,Nieuwe Niedorp,€ 369.500,120 m²,127 m²,2003,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,€ 3.124
Belcampohof 5,Almere,€ 400.000,130 m²,120 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning (hofjeswoning)",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,9.765
Sterreschans 48,Oegstgeest,€ 699.000,112 m²,131 m²,2014,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, aan vaarwater en in woonwijk",Achtertuin,2.485
Geerstraat 27,Etten-Leur,€ 975.000,1.825 m²,238 m²,1996,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,205
Ring 12,Oud-Vossemeer,€ 349.500,133 m²,160 m²,1909,Bestaande bouw,"Eengezinswoning, eindwoning",Mansarde dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in centrum,Achtertuin,2.425
Burgemeester Heijnenstraat 11,Swalmen,€ 250.000,125 m²,119 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,2.530
Kruisherenborch 74,Rosmalen,€ 375.000,134 m²,107 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.520
Galeistraat 39,Zaandam,€ 425.000,97 m²,100 m²,1971,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin,5.875
Burg. Vogelslaan 28,Oisterwijk,€ 700.000,465 m²,121 m²,1964,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Tuin rondom,€ 4.457
Viscontistraat 72,Almere,€ 400.000,124 m²,120 m²,1996,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,,Achtertuin,10.530
Kromgouw 60,Almere,€ 399.000,175 m²,108 m²,1979,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.735
Hoge Rijndijk 159,Leiden,€ 850.000,272 m²,197 m²,1925,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,F,Open ligging,Achtertuin en voortuin,2.215
Donsvlinder 38,Leiden,€ 689.000,203 m²,182 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,2.455
De Bourbonstraat 23,Apeldoorn,€ 525.000,332 m²,160 m²,1980,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.320
Wilhelminalaan 47,Hillegom,€ 589.000,283 m²,120 m²,1935,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,D,"Aan vaarwater, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.830
Bernhardlaan 31 G,Groningen,€ 445.000,269 m²,165 m²,2011,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.285
Koen Rozendaalstraat 7,Middenbeemster,€ 450.000,193 m²,106 m²,1961,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.265
Hoefstraat 5,Dreumel,€ 450.000,389 m²,135 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.610
Pieter Brueghellaan 10,Lopik,€ 565.000,250 m²,135 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,5.530
Stoker 13,Druten,€ 575.000,244 m²,178 m²,2016,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin,6.855
Jacques Bloemhof 84,Hoorn (NH),€ 425.000,206 m²,112 m²,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,1.175
Doeveslag 107,Vollenhove,€ 325.000,263 m²,144 m²,1973,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.020
Op de Bos 15,Maastricht,€ 518.000,530 m²,132 m²,1932,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg en in woonwijk,Achtertuin,900
Waemelslant 17,Westervoort,€ 289.500,146 m²,96 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan park, in woonwijk en vrij uitzicht",Achtertuin,5.935
