Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Eenergy label,Position,Garden,Estimated neighbourhood price per m2
Heukelom 7,Afferden (LI),€ 749.000,1.793 m²,200 m²,2004,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,Buiten bebouwde kom en open ligging,Tuin rondom,455
Maanglans 28,Amersfoort,€ 419.000,101 m²,132 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan water en in woonwijk,Voortuin en zonneterras,€ 3.339
Emmapark 3,Wageningen,€ 599.000,129 m²,140 m²,1941,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In centrum,Achtertuin en voortuin,2.920
Dwarsweg 4,Elp,€ 485.000,915 m²,243 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met overig,4 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht","Voortuin, zijtuin en zonneterras",320
Van Lingelaan 81,Maarssen,€ 689.000,288 m²,154 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan water en in woonwijk,Achtertuin en voortuin,
Lebuinusstraat 19,Doetinchem,€ 530.000,511 m²,210 m²,1979,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.930
Straat van Dover 88,Amersfoort,€ 539.000,133 m²,125 m²,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.325
Trix Terwindtstraat 17,Spijkenisse,€ 429.900,165 m²,132 m²,1991,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.735
Brouwhuis 49,Blokker,€ 285.000,140 m²,110 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,1.010
Liefkenshoek 26,Riel,€ 600.000,530 m²,189 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.325
Mariënstein 84,Heiloo,€ 495.000,187 m²,119 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.400
Cornelis Troostlaan 3,Heeze,€ 800.000,1.233 m²,255 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,9.180
Boterbloem 17,Zeeland,€ 419.000,288 m²,109 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,"Achtertuin, voortuin en zijtuin",4.875
Madernolaan 11,Eindhoven,€ 425.000,205 m²,163 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.740
Laakboulevard 162,Amersfoort,€ 649.000,181 m²,183 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.558
Mantingerzand 71,Ede,€ 395.000,145 m²,115 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.025
Cor van Osnabruggelaan 98,Voorschoten,€ 1.175.000,497 m²,218 m²,1995,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",Tuin rondom,2.820
Stoelenmatter 20,Best,€ 375.000,154 m²,103 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.685
de Weide 8,Lopik,€ 295.000,148 m²,108 m²,1976,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,5.530
Jhr. Ruys de Beerenbroeckstraat 3,Veghel,€ 365.000,357 m²,132 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.350
Meester Haddersstraat 12,Wijster,€ 650.000,1.674 m²,186 m²,1985,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (3 slaapkamers),1 badkamer,1 woonlaag en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en tuin rondom,735
Aalsburg 1420,Wijchen,€ 375.000,133 m²,132 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.280
Eibert den Herderstraat 18,Harderwijk,€ 375.000,220 m²,121 m²,1980,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, tuin rondom en voortuin",810
Van Ekelenburgstraat 36,Nieuw-Amsterdam,€ 250.000,295 m²,98 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.310
Woude 36 D,de Woude,€ 975.000,990 m²,297 m²,2020,Bestaande bouw,"Landhuis, vrijstaande woning",Dwarskap bedekt met pannen,9 kamers (8 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een vliering,A+++,Landelijk gelegen,Tuin rondom,165
Amaliastein 82,Vianen (UT),€ 850.000,738 m²,210 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Tuin rondom,€ 3.817
Halve Maanstraat 12,Oostkapelle,€ 599.000,577 m²,116 m²,1991,Bestaande bouw,"Bungalow, vrijstaande woning",Tentdak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.505
Vliegent Hert 86,Lelystad,€ 375.000,167 m²,146 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,770
Populier 62,Best,€ 350.000,147 m²,123 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum en in woonwijk,Achtertuin en voortuin,3.335
Julianastraat 55,Groot-Ammers,€ 450.000,390 m²,152 m²,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.570
Kennemerlaan 111,IJmuiden,€ 575.000,119 m²,137 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,G,In centrum en in woonwijk,Achtertuin,2.150
Watermuntlaan 1,Oosthuizen,€ 550.000,295 m²,110 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,2.010
Smederij 148,Dronten,€ 550.000,325 m²,179 m²,2015,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.580
Hoofdvaart 175,Dedemsvaart,€ 685.000,1.370 m²,155 m²,1976,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met riet,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Vrij uitzicht,Tuin rondom,525
Ridderspoor 18,Krimpen aan den IJssel,€ 450.000,154 m²,176 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.045
Merelstraat 11,Neede,€ 287.500,238 m²,107 m²,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,1.325
Hollmanstraat 16,Sittard,€ 250.000,300 m²,102 m²,1963,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.015
Kerkweg 49,Malden,€ 325.000,262 m²,101 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met asbest en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan drukke weg en in woonwijk,Achtertuin en voortuin,3.350
Carolusgulden 3,Dronten,€ 350.000,231 m²,91 m²,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.055
Margrietstraat 2,Aalsmeer,€ 435.000,150 m²,128 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,7.710
Pelsakker 54,Breda,€ 425.000,180 m²,126 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.850
Rembrandtstraat 78,Nijmegen,€ 725.000,143 m²,131 m²,1936,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",6.170
Watervogel 63,Lathum,€ 545.000,430 m²,129 m²,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, aan water en vrij uitzicht",Tuin rondom,720
Bovenstreek 14,Groningen,€ 775.000,1.176 m²,201 m²,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met kunststof,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, bedrijventerrein en beschutte ligging","Achtertuin, voortuin en zijtuin",2.050
Kerkdijk 25,Achterveld (UT),€ 390.000,135 m²,127 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.000
Staatssecretarislaan 144,Zwolle,€ 475.000,229 m²,135 m²,1995,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.325
Kastanjelaan 7,Lexmond,€ 399.000,175 m²,128 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.020
Jolwerf 22,Gouda,€ 395.000,176 m²,115 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",1.555
Arnhemseweg 218 2,Apeldoorn,€ 375.000,187 m²,103 m²,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,"Aan drukke weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,3.630
Wortelstraat 13,Harlingen,€ 279.500,103 m²,113 m²,1932,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"Aan rustige weg, beschutte ligging en in centrum",Patio/atrium,3.165
Berkenpark 8,Beuningen (GE),€ 395.000,146 m²,106 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,2.805
St. Antoniuslaan 22,Sassenheim,€ 295.000,70 m²,61 m²,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,In woonwijk,Achtertuin en voortuin,1.720
Diepvoorde 3015,Wijchen,€ 219.000,129 m²,61 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.350
Breeuwer 113,Hoorn (NH),€ 325.000,130 m²,122 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.615
Petrus Dorrstraat 12,Kerkrade,€ 575.000,512 m²,165 m²,2002,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.205
Horusstraat 4,Almere,€ 325.000,69 m²,72 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin,7.270
Meester Sprenkelsstraat 2,Sint Anthonis,€ 495.000,904 m²,165 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",3.280
Van Boetzelaerlaan 207,Den Haag,€ 1.150.000,160 m²,230 m²,1917,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,8 kamers (6 slaapkamers),2 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,C,"In bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin,9.775
Essenrode 12,Voorhout,€ 550.000,171 m²,126 m²,1982,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,1.320
Adriaan van Ostadestraat 50,Almere,€ 340.000,130 m²,109 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,In woonwijk,Achtertuin en voortuin,6.260
Koningsspil 13,Wieringerwaard,€ 395.000,281 m²,150 m²,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin,€ 2.291
Chopinstraat 2,Castricum,€ 575.000,305 m²,140 m²,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.615
Zwaluwweg 67,Enkhuizen,€ 300.000,139 m²,121 m²,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,€ 2.300
Zwanenveld 3115,Nijmegen,€ 319.000,226 m²,128 m²,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,4.685
Breedweerlaan 123,Heemskerk,€ 389.000,170 m²,128 m²,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,2.775
Koriander 2,Gendringen,€ 399.500,295 m²,145 m²,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Voortuin en zijtuin,
Savanne 103,Capelle aan den IJssel,€ 385.000,126 m²,121 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,990
Begoniastraat 41,Nieuw-Buinen,€ 330.000,764 m²,159 m²,1975,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zonneterras",€ 2.281
Angeler 17,Nijkerk,€ 539.000,208 m²,133 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,2.575
Tongerseweg 91,Maastricht,€ 575.000,263 m²,166 m²,1950,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,Aan drukke weg,Achtertuin en voortuin,1.755
Christinastraat 20,Kats,€ 298.000,329 m²,120 m²,2006,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,315
Weidmanstraat 16,Maastricht,€ 249.000,156 m²,82 m²,1995,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.590
Westerwolde 10,Lelystad,€ 369.000,181 m²,132 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.735
Speelkamp 59,Leusden,€ 395.000,146 m²,106 m²,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.790
Havenkade 2,'s Gravenmoer,€ 549.000,290 m²,163 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Beschutte ligging,"Achtertuin, voortuin en zijtuin",2.260
Zuiderdiep 203,Valthermond,€ 549.000,6.373 m²,263 m²,1923,Bestaande bouw,"Woonboerderij, vrijstaande woning",Dwarskap bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers,2 woonlagen,F,Beschutte ligging en vrij uitzicht,Tuin rondom,€ 2.294
P. Ketelaarstraat 8,Raamsdonksveer,€ 294.000,132 m²,80 m²,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,A,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,5.770
