Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
1e Achterstraat 2,Tiel,€ 275.000,139 m²,74 m²,1920,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, in centrum en vrij uitzicht",Achtertuin en zijtuin,2.125
Dorpsstraat 70,Jisp,€ 695.000,722 m²,123 m²,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en vrij uitzicht,"Achtertuin, voortuin en zijtuin",445
Bosgeelster 20,Twello,€ 675.000,236 m²,170 m²,2006,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,A,In woonwijk,Achtertuin en voortuin,
Lange Voren 15,Oosterhout (NB),€ 995.000,1.260 m²,254 m²,1972,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,E,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",505
Dorpsstraat 10,Bergharen,€ 750.000,3.800 m²,245 m²,1866,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen en riet,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,G,"In centrum, open ligging en vrij uitzicht",Tuin rondom,1.350
Verhagenlaan 29,Emmeloord,€ 520.000,513 m²,139 m²,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,320
Dortherweg 29,Epse,€ 2.650.000,74.372 m²,638 m²,1871,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met riet,15 kamers (6 slaapkamers),5 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,470
Langenboomstraat 4,Goirle,€ 490.000,345 m²,133 m²,1958,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,875
de Geelgors 5,Mariahout,€ 895.000,950 m²,251 m²,2006,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan rustige weg, in woonwijk en landelijk gelegen",Tuin rondom,1.135
Kerkpad NZ 10 a,Soest,€ 895.000,862 m²,208 m²,1984,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",2.295
Bloys van Treslongstraat 9,Oud-Beijerland,€ 295.000,149 m²,106 m²,1966,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.375
Aalbes 14,Hengelo (OV),€ 599.500,296 m²,133 m²,2012,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,,"Achtertuin, tuin rondom, voortuin en zijtuin",760
Hertstraat 53,Volkel,€ 275.000,171 m²,118 m²,1958,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,2.210
Jan Prinsheem 1,Hillegom,€ 395.000,180 m²,98 m²,1983,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.580
Vliet 33,Prinsenbeek,€ 429.000,236 m²,132 m²,1967,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,11.035
Edelhert 19,Huizen,€ 450.000,167 m²,137 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.670
Rijnsburgerweg 5,Leiden,€ 1.500.000,530 m²,415 m²,1900,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en leisteen,10 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,Niet verplicht,In centrum,Achtertuin en voortuin,1.610
Blomstraat 17,Olst,€ 389.000,230 m²,121 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.030
Hilvarenbeekseweg 9,Tilburg,€ 1.495.000,2.500 m²,284 m²,1981,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,9 kamers (5 slaapkamers),1 badkamer,2 woonlagen en een zolder,D,Buiten bebouwde kom en vrij uitzicht,Tuin rondom,7.300
Saturnussingel 10,Almere,€ 765.000,286 m²,170 m²,2017,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A+,In woonwijk,Tuin rondom,
Zuiderveen 20,Winschoten,€ 247.500,388 m²,83 m²,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,F,Aan drukke weg,Achtertuin en voortuin,3.130
Chamavenstraat 5,Lengel,€ 1.300.000,1.637 m²,331 m²,2008,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met riet,8 kamers (4 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,A+,"Aan rustige weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,
Grote Pierhof 2,Hoofddorp,€ 1.000.000,523 m²,212 m²,1976,Bestaande bouw,"Villa, geschakelde woning",Lessenaardak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,3.375
Vlasrootlaan 4,Waalre,€ 2.750.000,6.263 m²,299 m²,1995,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak,9 kamers (4 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,470
Jac Catsstraat 101,Putten,€ 525.000,304 m²,95 m²,1970,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",6.280
Kerkweg 86,Zwolle,€ 550.000,235 m²,133 m²,1969,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg,Achtertuin en voortuin,3.755
Molenstraat 35 37,Rhenen,€ 495.000,277 m²,211 m²,1925,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,In bosrijke omgeving en in centrum,Patio/atrium,1.065
Fazanterie 19,Naaldwijk,€ 685.000,221 m²,174 m²,2017,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,465
Esdoornstraat 13,Opheusden,€ 350.000,240 m²,90 m²,1948,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,In woonwijk,Achtertuin,5.640
Steenakker 7,Hedel,€ 475.000,254 m²,175 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.435
Emailleplein 11 19,Ulft,€ 1.150.000,336 m²,458 m²,1920,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,Niet verplicht,Aan park,Voortuin en zijtuin,1.595
Vlierweg 75,Nunspeet,€ 339.000,222 m²,129 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.095
Dr Poptastrjitte 14,Marsum,€ 209.500,137 m²,103 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,890
Hilvarenbeekseweg 9,Tilburg,€ 1.495.000,2.500 m²,284 m²,1981,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met riet,9 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,D,Buiten bebouwde kom en vrij uitzicht,Tuin rondom,7.300
Herstallenstraat 28,Goirle,€ 698.000,837 m²,233 m²,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en overig,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",165
Hoofdweg 96,Lijnden,€ 599.000,415 m²,119 m²,,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en aan water,Achtertuin en voortuin,730
Kapteynstraat 133,Hilversum,€ 445.000,189 m²,112 m²,1931,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan rustige weg en in woonwijk,"Plaats, voortuin en zijtuin",5.910
Hezeweg 35,Emst,€ 398.000,297 m²,92 m²,1999,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Dwarskap bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",1.400
Borneostraat 70,Heemstede,€ 650.000,200 m²,139 m²,1926,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,4.310
Hoofdstraat 11,Zuidwolde (DR),€ 598.500,870 m²,271 m²,1920,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een kelder,G,In centrum,Tuin rondom,5.430
Stanleystraat 81,Barneveld,€ 519.000,265 m²,191 m²,1976,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.285
Staartmolen 9,Vianen (UT),€ 560.000,244 m²,155 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,2 woonlagen en een zolder,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,
Dionisiusstraat 18,Heijen,€ 449.000,433 m²,116 m²,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",1.570
Hartschelpsingel 4,Den Haag,€ 525.000,167 m²,148 m²,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,8.495
Johannes van Lochemstraat 4,Mijdrecht,€ 650.000,400 m²,140 m²,1969,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan park, aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras",3.595
Ipestrjitte 7,Stiens,€ 575.000,715 m²,230 m²,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,7.265
Koningin Wilhelminaweg 2,Houten,€ 497.000,185 m²,110 m²,1947,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,E,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin",2.075
Hazelderstraat 21,Winterswijk,€ 249.000,330 m²,80 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.325
de Netelstede 4,Pannerden,€ 319.000,225 m²,118 m²,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.190
M. Noordzijstraat 11,Tiel,€ 400.000,232 m²,101 m²,1994,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en overig,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.405
Wolfskuil 18,Ommen,€ 975.000,1.385 m²,225 m²,1962,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan bosrand, aan rustige weg en beschutte ligging",Tuin rondom,480
Eikenlaan 28,Udenhout,€ 600.000,458 m²,149 m²,1965,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",
Zomerschoon 55,Limmen,€ 549.000,304 m²,105 m²,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",2.670
Vlooswijkstraat 24,Terneuzen,€ 325.000,155 m²,184 m²,1901,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,In centrum,Achtertuin,2.675
Jhr Mr A F de Savornin Lohmanstraat 79,Zuidland,€ 639.000,589 m²,152 m²,1980,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.555
Jkvr CM v Asch v Wijckln 15,Driebergen-Rijsenburg,€ 685.000,273 m²,138 m²,1990,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,€ 4.148
Nieuweweg 103,Anna Paulowna,€ 450.000,978 m²,137 m²,1912,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",
Osseweg 36 a,Berghem,€ 595.000,636 m²,180 m²,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Open ligging,Tuin rondom,4.285
Catharina van Clevelaan 32,Amstelveen,€ 950.000,151 m²,151 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,"3 woonlagen, een vliering en een kelder",Niet verplicht,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.250
Mildenburgallee 80,Spijkenisse,€ 565.000,224 m²,137 m²,2002,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.440
Sweelinckstraat 4,Brunssum,€ 425.000,234 m²,250 m²,1968,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,B,In centrum en in woonwijk,Zonneterras,385
Beek 26,Assen,€ 265.000,180 m²,133 m²,1966,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.455
Dwergroosweide 2,Woerden,€ 429.500,172 m²,119 m²,1989,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.290
Geenhovensedreef 17,Valkenswaard,€ 425.000,454 m²,132 m²,1953,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",E,"Aan bosrand, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,3.355
Kermenstein 36,Lienden,€ 619.000,635 m²,131 m²,1985,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,3.480
Oude Singel 41,Oudewater,€ 895.000,930 m²,174 m²,1927,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",E,"Aan rustige weg, in centrum, in woonwijk en open ligging",Tuin rondom,1.340
Lawickse Allee 20,Wageningen,€ 699.000,352 m²,181 m²,1935,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,"3 woonlagen, een zolder en een kelder",D,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin",2.585
