Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Giek 22,Huizen,€ 405.000,158 m²,126 m²,1969,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.825
Woenselsestraat 337 339,Eindhoven,€ 995.000,465 m²,251 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,2.370
Tadamastraat 21,Zutphen,€ 425.000,116 m²,137 m²,1883,Bestaande bouw,"Herenhuis, tussenwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan water en in centrum,Achtertuin,2.450
Padweg 21,Oost-Souburg,€ 249.500,223 m²,84 m²,1955,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.265
Motet 10,Kampen,€ 475.000,269 m²,183 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Tentdak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,3.110
Maaskade 89 A + B,Rotterdam,€ 1.050.000,114 m²,258 m²,1885,Bestaande bouw,"Herenhuis, tussenwoning",Mansarde dak bedekt met pannen,10 kamers (7 slaapkamers),2 badkamers en 2 aparte toiletten,5 woonlagen,D,"Aan vaarwater, aan water, in centrum, in woonwijk, open ligging en vrij uitzicht",Zonneterras,3.360
Kennemerstraatweg 257,Alkmaar,€ 495.000,216 m²,105 m²,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,"Aan drukke weg, in bosrijke omgeving en in woonwijk",Achtertuin,1.515
Torenstraat 6,Meliskerke,€ 419.000,671 m²,134 m²,1895,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,G,Beschutte ligging en in centrum,Tuin rondom,1.250
Mr. Synco Reyndersplein 11,Appingedam,€ 265.000,228 m²,110 m²,1939,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,€ 1.877
Ladderbeekstraat 112,Velsen-Noord,€ 375.000,132 m²,104 m²,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin,1.190
Platolaan 23,Assen,€ 525.000,844 m²,177 m²,1965,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,330
Kerkpadsblok 16,Wijhe,€ 525.000,847 m²,124 m²,1938,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.550
Breitnerstraat 90,Arnhem,€ 650.000,262 m²,137 m²,1934,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.880
Emondsstraat 8,Waspik,€ 475.000,369 m²,120 m²,1973,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,3.765
Papiermolen 43,Hoorn (NH),€ 275.000,119 m²,109 m²,1981,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.400
Groene Wetering 24,Gouderak,€ 340.000,116 m²,113 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.600
Moreelsestraat 69,Ede,€ 325.000,120 m²,94 m²,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.825
Schaepmanlaan 4,Vlijmen,€ 350.000,551 m²,129 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,6.325
Dubbelspoor 23,Capelle aan den IJssel,€ 365.000,137 m²,114 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.080
Jan van Nassaustraat 25,Sneek,€ 199.500,110 m²,84 m²,1923,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.770
Binnenlandse Baan 12,Barendrecht,€ 587.500,325 m²,173 m²,1962,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan drukke weg, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",400
Scherpenbergsebaan 6,Schijf,€ 1.750.000,8.795 m²,605 m²,1970,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,860
Fuutstraat 20,Sliedrecht,€ 385.000,203 m²,141 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin,2.875
Minister Aalbersestraat 23,Maastricht,€ 249.000,176 m²,78 m²,1951,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.830
Fang 6,Rottum (FR),€ 349.000,330 m²,117 m²,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,750
Eindstraat 24,Veldhoven,€ 639.000,249 m²,160 m²,1967,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.405
Prinses Beatrixstraat 55,Bodegraven,€ 295.000,115 m²,76 m²,1952,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin,
Le Tourmalet 11,Amsterdam,€ 485.000,123 m²,86 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin en voortuin,14.470
Irenestraat 8,Erp,€ 345.000,151 m²,137 m²,1973,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,870
Esdoornhout 7,Assen,€ 499.500,295 m²,164 m²,2005,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.145
Koggestraat 46,Wervershoof,€ 319.000,147 m²,118 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.835
Zwanensingel 265,Wijchen,€ 280.000,165 m²,118 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,4.295
Hoogheidseweg 6,Venray,€ 695.000,546 m²,216 m²,2007,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,Aan rustige weg en in woonwijk,Tuin rondom,2.235
Nansenstate 30,Ede,€ 325.000,157 m²,110 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.425
Kievitstraat 27,Alkmaar,€ 315.000,107 m²,76 m²,1926,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,,Achtertuin,2.300
Bernhardstraat 30,Rijen,€ 290.000,302 m²,71 m²,1954,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 2.918
Refeling 49,Nuenen,€ 550.000,275 m²,158 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.060
Anna van Burenstraat 26,Alkmaar,€ 450.000,130 m²,108 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.310
Lengelseweg 24,'s-Heerenberg,€ 298.500,225 m²,100 m²,1913,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,2 woonlagen en een zolder,A,In bosrijke omgeving en landelijk gelegen,Achtertuin en voortuin,4.850
Willem Walravenhove 39,Nieuwegein,€ 375.000,94 m²,102 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning (patiowoning)",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,A,Aan rustige weg en in woonwijk,Patio/atrium en zonneterras,€ 3.537
Balsa 209,Dordrecht,€ 469.500,185 m²,143 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.105
Bosstraat 16,Silvolde,€ 325.000,242 m²,93 m²,1922,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met asbest en pannen,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een kelder,F,,"Achtertuin, voortuin en zijtuin",4.680
Wingerd 34,Vroomshoop,€ 449.000,1.078 m²,205 m²,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,3.005
Ferdinand Bolstraat 62,Leeuwarden,€ 299.500,131 m²,100 m²,1940,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,1.360
Hoefslag 80,Nijkerk,€ 389.000,165 m²,142 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.020
Tasveld 13,Rheden,€ 560.000,288 m²,151 m²,2016,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",7.380
van Limburg Stirumlaan 55,Naarden,€ 425.000,159 m²,90 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.755
de Vosplantsoen 5,Hulst,€ 339.500,292 m²,132 m²,1970,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan park, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.230
Waardenborchstraat 35,Holten,€ 345.000,320 m²,116 m²,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Tuin rondom,2.850
Waterkerslaan 16,Oosterhout (NB),€ 410.000,227 m²,138 m²,1976,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.865
Kennemerbeekweg 23,Bennebroek,€ 465.000,177 m²,119 m²,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers,3 woonlagen,E,Aan rustige weg,Achtertuin en voortuin,1.375
Legmeerdijk 220 a,Amstelveen,€ 2.695.000,1.005 m²,412 m²,1967,Bestaande bouw,"Villa, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,10 kamers (7 slaapkamers),6 badkamers en 1 apart toilet,3 woonlagen,A,Aan drukke weg en landelijk gelegen,Tuin rondom,240
Zijlroede 21,Leeuwarden,€ 285.000,194 m²,105 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.665
Floraronde 7,Uitgeest,€ 950.000,421 m²,183 m²,1998,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",3.700
Elandenburg 137,Barendrecht,€ 450.000,128 m²,131 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.405
De Rank 17,Harskamp,€ 375.000,110 m²,125 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.065
De Eng 13,'t Goy,€ 359.000,175 m²,97 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,275
Meester Kooningsplaats 16,Eindhoven,€ 475.000,131 m²,101 m²,2001,Bestaande bouw,"Bungalow, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Patio/atrium,3.865
Bovensingel 90,Kampen,€ 325.000,120 m²,98 m²,1934,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.420
Grotestraat 92,Borne,€ 280.000,373 m²,92 m²,1937,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan drukke weg en in centrum,Achtertuin en zonneterras,950
Hietweideweg 64,Twello,€ 500.000,313 m²,138 m²,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,4.035
Langsakker 1,Laren (NH),€ 1.495.000,1.845 m²,215 m²,1931,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",285
Ubachsberg 29,De Meern,€ 395.000,118 m²,82 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.340
van Rechterenlaan 3,Grave,€ 389.000,282 m²,135 m²,1974,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In woonwijk,Achtertuin en voortuin,3.050
Bellefleurstraat 9,Aalsmeer,€ 780.000,237 m²,173 m²,2004,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",7.710
Bremstraat 1,Drunen,€ 300.000,206 m²,87 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.685
Nieuwe Land 8,Kampen,€ 575.000,384 m²,215 m²,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.585
Schotlandstraat 52,Almere,€ 500.000,117 m²,142 m²,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A++,Aan rustige weg en in woonwijk,Achtertuin,€ 4.650
Orlofflaan 66,Barneveld,€ 395.000,136 m²,118 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.065
Biltseveste 32,Nieuwegein,€ 360.000,145 m²,114 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,€ 3.360
Vleutloop 18,Heesch,€ 425.000,196 m²,121 m²,2009,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.225
Oude Haagweg 709 A,Den Haag,€ 595.000,194 m²,156 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan drukke weg, aan park, in woonwijk, open ligging en vrij uitzicht",Achtertuin,2.620
Ommelanderwijk 134,Veendam,€ 269.500,910 m²,169 m²,1885,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan drukke weg en vrij uitzicht,"Achtertuin, voortuin en zijtuin",1.040
Breeveen 43,Ede,€ 725.000,314 m²,166 m²,2021,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,2.025
Buinerweg 1,Exloo,€ 500.000,2.700 m²,101 m²,1936,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een zolder,G,Landelijk gelegen en vrij uitzicht,Tuin rondom,
Emmastraat 46,Angeren,€ 420.000,353 m²,137 m²,1972,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.275
